Name,Position,RawPts,AdjPts,FPOR
Jerome Simpson,WR,78.6,68.0625,-36.72321428571429
Caleb Sturgis,K,117.0,117.0,-37.0
Rashard Mendenhall,RB,124.1,76.10000000000001,-37.24374999999998
Dwayne Bowe,WR,97.3,67.3,-37.485714285714295
Terrance Williams,WR,101.6,67.125,-37.66071428571429
Marvin Jones,WR,131.2,66.75,-38.03571428571429
Jeff Cumberland,TE,63.8,39.8,-38.2
John Carlson,TE,40.4,39.69230769230769,-38.30769230769231
Jeremy Kerley,WR,70.3,65.375,-39.41071428571429
Mychal Rivera,TE,64.7,38.15625,-39.84375
Aaron Dobson,WR,75.9,64.875,-39.91071428571429
Alex Henery,K,114.0,114.0,-40.0
Mike Nugent,K,114.0,114.0,-40.0
EJ Manuel,QB,151.48,110.21999999999998,-40.08
Andre Holmes,WR,49.1,64.65,-40.135714285714286
Arian Foster,RB,84.5,72.5,-40.843749999999986
Jarrett Boykin,WR,86.1,63.84374999999999,-40.9419642857143
Chad Henne,QB,187.33999999999997,109.33999999999999,-40.959999999999994
LeGarrette Blount,RB,119.0,72.1875,-41.156249999999986
Eddie Royal,WR,111.1,63.1,-41.68571428571429
Robert Woods,WR,76.7,62.892857142857146,-41.892857142857146
Santonio Holmes,WR,51.6,62.18181818181818,-42.60389610389611
Ladarius Green,TE,55.6,35.25,-42.75
Donald Brown,RB,123.10000000000001,70.40625,-42.937499999999986
Darren McFadden,RB,76.69999999999999,70.05,-43.29374999999999
Garrett Hartley,K,110.0,110.0,-44.0
BenJarvus Green-Ellis,RB,115.8,69.1875,-44.156249999999986
Kenny Stills,WR,94.1,60.09374999999999,-44.6919642857143
Randy Bullock,K,109.0,109.0,-45.0
Brandon LaFell,WR,92.7,58.78125,-46.00446428571429
James Starks,RB,82.19999999999999,67.15384615384615,-46.18990384615384
Kenbrell Thompkins,WR,70.6,58.25,-46.53571428571429
Mike Brown,WR,54.6,58.09090909090909,-46.6948051948052
Kyle Rudolph,TE,49.3,31.3,-46.7
Rueben Randle,WR,97.1,57.28125,-47.50446428571429
Jacoby Jones,WR,57.5,56.875,-47.91071428571429
Jermichael Finley,TE,48.0,30.0,-48.0
Rian Lindell,K,106.0,106.0,-48.0
Josh Brown,K,106.0,106.0,-48.0
Jacquizz Rodgers,RB,89.30000000000001,65.30000000000001,-48.043749999999974
Jerricho Cotchery,WR,120.2,56.4375,-48.34821428571429
Leonard Hankerson,WR,55.5,56.25,-48.53571428571429
Geno Smith,QB,216.44,101.6625,-48.63749999999999
Marlon Brown,WR,94.4,56.142857142857146,-48.642857142857146
Andrew Quarless,TE,43.2,29.25,-48.75
Julio Jones,WR,68.0,56.0,-48.78571428571429
Aaron Rodgers,QB,203.44,101.44,-48.859999999999985
Sean McGrath,TE,42.2,28.3125,-49.6875
Tiquan Underwood,WR,68.0,55.0,-49.78571428571429
Shane Vereen,RB,87.5,63.5,-49.843749999999986
Donnie Avery,WR,69.6,54.0,-50.78571428571429
David Akers,K,103.0,103.0,-51.0
Mark Ingram,RB,51.400000000000006,61.90909090909091,-51.43465909090908
David Nelson,WR,54.3,52.875,-51.91071428571429
Lance Moore,WR,57.7,52.73076923076923,-52.05494505494506
Lance Kendricks,TE,49.8,25.8,-52.2
Ed Dickson,TE,33.3,25.59375,-52.40625
Clay Harbor,TE,39.2,25.5,-52.5
Luke Willson,TE,33.2,25.5,-52.5
Ted Ginn Jr.,WR,85.6,52.125,-52.66071428571429
Owen Daniels,TE,43.2,25.2,-52.8
Montee Ball,RB,88.4,60.37500000000001,-52.96874999999998
Billy Cundiff,K,101.0,101.0,-53.0
Matt Schaub,QB,124.80000000000001,97.20000000000002,-53.099999999999966
Chris Givens,WR,54.9,51.46875,-53.31696428571429
Ryan Griffin,TE,30.4,24.4,-53.6
Dexter McCluster,WR,63.1,51.1,-53.68571428571429
Josh Scobee,K,100.0,100.0,-54.0
Bobby Rainey,RB,95.2,59.2,-54.14374999999998
Reggie Wayne,WR,62.3,50.3,-54.485714285714295
Benjamin Watson,TE,34.6,22.6,-55.4
Mike Glennon,QB,196.01999999999998,94.63846153846154,-55.66153846153844
Ace Sanders,WR,54.4,48.4,-56.38571428571429
Logan Paulsen,TE,40.7,21.28125,-56.71875
Anthony Fasano,TE,38.0,20.0,-58.0
Eli Manning,QB,206.32,92.175,-58.124999999999986
Joseph Fauria,TE,62.7,19.40625,-58.59375
Nate Burleson,WR,52.1,46.1,-58.68571428571429
Tavon Austin,WR,63.8,45.92307692307692,-58.86263736263737
Sebastian Janikowski,K,95.0,95.0,-59.0
Jim Dray,TE,31.5,18.28125,-59.71875
Andre Brown,RB,71.5,53.5,-59.843749999999986
Brandon Bolden,RB,60.300000000000004,52.875,-60.468749999999986
Vincent Brown,WR,53.2,44.25,-60.53571428571429
Andre Roberts,WR,59.1,44.15625,-60.62946428571429
Kris Durham,WR,59.0,44.0625,-60.72321428571429
Jacob Tamme,TE,24.4,17.25,-60.75
Cordarrelle Patterson,WR,70.9,43.96875,-60.81696428571429
Dennis Pitta,TE,22.9,16.9,-61.1
Doug Martin,RB,58.2,52.2,-61.14374999999998
Greg Little,WR,58.5,43.59375,-61.19196428571429
Randall Cobb,WR,67.3,43.3,-61.485714285714295
Brandon Bostick,TE,18.0,16.363636363636363,-61.63636363636364
Marcel Reece,RB,78.9,51.46875000000001,-61.87499999999998
Mike Tolbert,RB,96.5,51.09375,-62.249999999999986
Michael Hoomanawanui,TE,19.6,15.692307692307692,-62.30769230769231
Chris Ogbonnaya,RB,66.3,50.90625,-62.437499999999986
Bernard Pierce,RB,66.0,50.625,-62.718749999999986
Rishard Matthews,WR,56.8,42.0,-62.78571428571429
Justin Blackmon,WR,47.5,41.5,-63.28571428571429
Mohamed Sanu,WR,55.5,40.78125,-64.00446428571429
Jarius Wright,WR,61.4,40.6875,-64.09821428571429
Roy Helu Jr.,RB,76.5,49.21875,-64.12499999999999
Santana Moss,WR,55.2,40.5,-64.28571428571429
Stephen Hill,WR,38.2,40.25000000000001,-64.53571428571428
Chase Ford,TE,13.3,13.3,-64.7
Jason Avant,WR,54.7,40.03125,-64.75446428571429
Cole Beasley,WR,48.8,39.42857142857143,-65.35714285714286
Gavin Escobar,TE,25.4,12.5625,-65.4375
Ronnie Hillman,RB,37.7,47.550000000000004,-65.79374999999999
Davone Bess,WR,48.2,38.785714285714285,-66.0
Gary Barnidge,TE,24.7,11.90625,-66.09375
Vance McDonald,TE,11.9,11.9,-66.1
Willis McGahee,RB,49.7,47.125,-66.21874999999999
Daniel Thomas,RB,82.9,46.9,-66.44375
Cory Harkey,TE,23.3,11.3,-66.7
Justin Hunter,WR,59.4,37.92857142857143,-66.85714285714286
Austin Pettis,WR,63.9,37.40625,-67.37946428571429
Fred Davis,TE,13.0,10.5,-67.5
Shonn Greene,RB,57.4,45.54545454545455,-67.79829545454544
Rhett Ellison,TE,12.1,8.318181818181818,-69.68181818181819
Jeron Mastrud,TE,8.8,8.25,-69.75
Tony Scheffler,TE,8.2,8.2,-69.8
Jermaine Kearse,WR,58.6,34.6,-70.18571428571428
David Paulson,TE,8.2,7.687499999999999,-70.3125
Bear Pascoe,TE,8.1,7.59375,-70.40625
Jake Ballard,TE,19.5,7.5,-70.5
Aldrick Robinson,WR,48.5,34.21875,-70.56696428571429
Lee Smith,TE,7.8,7.3125,-70.6875
David Johnson,TE,7.0,7.0,-71.0
James Hanna,TE,7.3,6.84375,-71.15625
Kevin Ogletree,WR,38.9,33.625,-71.16071428571429
Miles Austin,WR,24.4,33.27272727272727,-71.51298701298703
Michael Egnew,TE,6.9,6.46875,-71.53125
Danny Noble,TE,12.3,6.3,-71.7
Zach Sudfeld,TE,6.3,6.3,-71.7
Jerrel Jernigan,WR,44.9,32.9,-71.8857142857143
Marquise Goodwin,WR,44.3,32.875,-71.91071428571429
Kai Forbath,K,82.0,82.0,-72.0
Brandon Gibson,WR,50.6,32.6,-72.18571428571428
Robert Meachem,WR,44.4,32.4,-72.3857142857143
Joel Dreessen,TE,10.7,5.423076923076923,-72.57692307692308
Jason Snelling,RB,62.0,40.714285714285715,-72.62946428571428
Chris Gragg,TE,11.3,5.3,-72.7
T.J. Graham,WR,46.1,31.96875,-72.81696428571429
Levine Toilolo,TE,17.5,5.15625,-72.84375
Niles Paul,TE,5.1,5.1,-72.9
Garrett Celek,TE,3.8,4.75,-73.25
Josh Hill,TE,10.4,4.714285714285714,-73.28571428571429
Kellen Clemens,QB,99.32000000000001,76.97999999999999,-73.32
Weslye Saunders,TE,4.6,4.6,-73.4
Virgil Green,TE,4.5,4.21875,-73.78125
Allen Reisner,TE,4.0,4.0,-74.0
Nate Byham,TE,3.8,3.8,-74.2
Josh McCown,QB,160.06,76.06,-74.23999999999998
Tandon Doss,WR,30.5,30.5,-74.28571428571429
Kevin Brock,TE,3.6,3.6,-74.4
Dorin Dickerson,TE,3.4,3.4,-74.6
Dominique Jones,TE,3.4,3.4,-74.6
Ryan Taylor,TE,3.0,3.2142857142857144,-74.78571428571429
Dion Sims,TE,9.2,3.2,-74.8
Kellen Davis,TE,9.2,3.2,-74.8
James Casey,TE,3.1,3.1,-74.9
John Phillips,TE,3.0,3.0,-75.0
Larry Donnell,TE,3.1,2.90625,-75.09375
Toby Gerhart,RB,47.1,37.607142857142854,-75.73660714285714
Darrius Heyward-Bey,WR,36.9,28.96875,-75.81696428571429
Tom Crabtree,TE,8.1,2.1,-75.9
Dwayne Allen,TE,8.0,2.0,-76.0
Bryce Brown,RB,51.8,37.3125,-76.03124999999999
Jack Doyle,TE,1.9,1.9,-76.1
Billy Bajema,TE,1.8,1.8,-76.2
Darius Johnson,WR,25.0,28.5,-76.28571428571429
Michael Crabtree,WR,34.4,28.4,-76.3857142857143
Matthew Mulligan,TE,7.6,1.6,-76.4
Kory Sperry,TE,1.6,1.6,-76.4
Brian Quick,WR,42.2,28.3125,-76.47321428571429
Dante Rosario,TE,1.3,1.3,-76.7
Taylor Thompson,TE,7.3,1.21875,-76.78125
Alex Smith,TE,7.2,1.125,-76.875
Richie Brockel,TE,1.2,1.125,-76.875
Matt Spaeth,TE,7.1,1.1,-76.9
Konrad Reuland,TE,0.7,1.05,-76.95
MarQueis Gray,TE,0.8,1.0,-77.0
Nick Kasa,TE,6.9,0.84375,-77.15625
Michael Palmer,TE,0.8,0.75,-77.25
Mike McNeill,TE,0.5,0.5357142857142857,-77.46428571428571
Craig Stevens,TE,0.5,0.5,-77.5
Justice Cunningham,TE,0.4,0.4,-77.6
Richard Gordon,TE,0.3,0.3,-77.7
Visanthe Shiancoe,TE,0.2,0.2,-77.8
D.J. Williams,TE,0.0,0.0,-78.0
Chase Coffman,TE,0.0,0.0,-78.0
Kyle Nelson,TE,0.0,0.0,-78.0
Steve Maneri,TE,0.0,0.0,-78.0
Damian Williams,WR,17.8,26.7,-78.08571428571429
Jordan Todman,RB,55.2,34.875,-78.46874999999999
Griff Whalen,WR,37.9,25.9,-78.8857142857143
Jason Campbell,QB,137.29999999999998,71.3,-78.99999999999999
Brian Leonard,RB,36.099999999999994,33.84374999999999,-79.5
Mike James,RB,33.8,33.8,-79.54374999999999
Khiry Robinson,RB,28.4,33.6,-79.74374999999998
Daryl Richardson,RB,33.6,33.6,-79.74374999999998
Kendall Hunter,RB,53.099999999999994,32.90624999999999,-80.4375
Earl Bennett,WR,48.3,24.3,-80.4857142857143
LaVon Brazill,WR,28.1,24.150000000000002,-80.63571428571429
Peyton Hillis,RB,44.3,32.3,-81.04374999999999
Keshawn Martin,WR,37.3,23.71875,-81.06696428571429
Michael Vick,QB,111.19999999999999,69.2,-81.09999999999998
Benny Cunningham,RB,36.0,32.142857142857146,-81.20089285714283
Fozzy Whittaker,RB,35.4,31.90909090909091,-81.43465909090908
Joshua Morgan,WR,21.4,22.928571428571427,-81.85714285714286
Kerry Taylor,WR,28.9,22.9,-81.8857142857143
Robert Turbin,RB,32.4,30.375,-82.96874999999999
Mike Williams,WR,33.6,21.6,-83.18571428571428
Stedman Bailey,WR,22.6,21.1875,-83.59821428571429
Sidney Rice,WR,39.1,21.1,-83.68571428571428
Drew Davis,WR,33.6,20.25,-84.53571428571429
Andrew Hawkins,WR,19.9,19.9,-84.8857142857143
Knile Davis,RB,53.7,27.84375,-85.49999999999999
Da'Rick Rogers,WR,31.2,19.2,-85.58571428571429
Bruce Miller,RB,25.6,27.428571428571427,-85.91517857142856
Andre Caldwell,WR,38.0,18.75,-86.03571428571429
Jonathan Dwyer,RB,26.1,26.1,-87.24374999999998
Joseph Randle,RB,34.5,25.96153846153846,-87.38221153846152
DeVier Posey,WR,15.5,16.607142857142858,-88.17857142857143
Case Keenum,QB,121.60000000000001,61.60000000000001,-88.69999999999997
Michael Bush,RB,48.5,24.5,-88.84374999999999
Brice Butler,WR,10.3,15.45,-89.33571428571429
Sam Bradford,QB,144.58,60.580000000000005,-89.71999999999997
Malcom Floyd,WR,14.9,14.9,-89.88571428571429
Tashard Choice,RB,18.5,23.125,-90.21874999999999
Brandon Jacobs,RB,47.1,23.1,-90.24374999999998
Dennis Johnson,RB,22.9,22.9,-90.44375
Greg Salas,WR,14.3,14.3,-90.4857142857143
Ahmad Bradshaw,RB,34.8,22.8,-90.54374999999999
Edwin Baker,RB,34.8,22.8,-90.54374999999999
Jonathan Stewart,RB,22.4,22.4,-90.94375
Brittan Golden,WR,13.6,13.6,-91.1857142857143
Jaron Brown,WR,20.0,13.125,-91.66071428571429
Matt Asiata,RB,33.900000000000006,21.681818181818183,-91.6619318181818
Felix Jones,RB,22.7,21.28125,-92.06249999999999
Matt Cassel,QB,129.98,57.980000000000004,-92.31999999999998
Clyde Gates,WR,12.2,12.2,-92.58571428571429
A.J. Jenkins,WR,13.0,12.1875,-92.59821428571429
Josh Boyce,WR,12.1,12.1,-92.6857142857143
Kenny Britt,WR,9.6,12.0,-92.78571428571429
Ronnie Brown,RB,27.7,20.34375,-92.99999999999999
Brandon Stokley,WR,11.5,11.5,-93.28571428571429
Chris Owusu,WR,11.4,11.4,-93.38571428571429
Kyle Williams,WR,11.3,11.3,-93.4857142857143
Travis Benjamin,WR,10.5,10.5,-94.28571428571429
Lance Dunbar,RB,18.9,18.9,-94.44375
Jake Locker,QB,115.74000000000001,55.74,-94.55999999999997
Jeremy Ross,WR,12.7,10.05,-94.7357142857143
Junior Hemingway,WR,22.5,9.84375,-94.94196428571429
Deonte Thompson,WR,9.6,9.6,-95.1857142857143
Christian Ponder,QB,121.02,55.02,-95.27999999999997
Dwayne Harris,WR,20.0,9.23076923076923,-95.55494505494507
Dane Sanzenbacher,WR,6.1,9.15,-95.63571428571429
Da'Rel Scott,RB,23.5,17.5,-95.84374999999999
Stepfan Taylor,RB,18.6,17.4375,-95.90624999999999
Mario Manningham,WR,8.5,8.5,-96.28571428571429
Ryan Broyles,WR,8.5,8.5,-96.28571428571429
Jacoby Ford,WR,7.9,8.464285714285714,-96.32142857142858
Ricardo Lockette,WR,8.2,8.2,-96.58571428571429
Jackie Battle,RB,23.799999999999997,16.6875,-96.65624999999999
Markus Wheaton,WR,6.4,8.0,-96.78571428571429
Chris Hogan,WR,8.3,7.781250000000001,-97.00446428571429
Stephen Burton,WR,7.6,7.6,-97.1857142857143
Johnathan Franklin,RB,17.7,15.954545454545455,-97.38920454545453
Chris Polk,RB,33.900000000000006,15.9,-97.44374999999998
Stanley Havili,RB,19.5,15.576923076923077,-97.7668269230769
Antone Smith,RB,27.5,15.5,-97.84374999999999
Seyi Ajirotutu,WR,12.4,6.857142857142857,-97.92857142857143
Nick Toon,WR,6.8,6.8,-97.9857142857143
Myles White,WR,6.6,6.6,-98.1857142857143
Eric Page,WR,6.8,6.375,-98.41071428571429
Austin Collie,WR,6.3,6.3,-98.4857142857143
Isaiah Pead,RB,9.9,14.85,-98.49374999999999
Jeff Maehl,WR,12.7,6.28125,-98.50446428571429
Marlon Moore,WR,6.2,6.2,-98.58571428571429
Brandon Weeden,QB,105.64,51.63999999999999,-98.66
Josh Cooper,WR,6.0,6.0,-98.78571428571429
Domenik Hixon,WR,11.5,5.5,-99.28571428571429
Teddy Williams,WR,5.1,5.1,-99.6857142857143
Patrick Edwards,WR,4.6,4.6,-100.1857142857143
Anthony Sherman,RB,19.8,12.9375,-100.40624999999999
Darrel Young,RB,35.2,12.923076923076923,-100.42067307692307
Jonathan Grimes,RB,18.9,12.899999999999999,-100.44375
Lestar Jean,WR,3.5,4.038461538461538,-100.74725274725276
Frank Summers,RB,24.5,12.5,-100.84374999999999
Tommy Bohanon,RB,13.100000000000001,12.281250000000002,-101.06249999999999
Michael Preston,WR,15.7,3.7,-101.08571428571429
Quinton Patton,WR,3.4,3.4,-101.38571428571429
John Kuhn,RB,17.9,11.899999999999999,-101.44375
Juron Criner,WR,3.2,3.2,-101.58571428571429
Lamaar Thomas,WR,3.1,3.1,-101.6857142857143
Joe Webb,WR,3.3,3.09375,-101.69196428571429
David Wilson,RB,17.4,11.399999999999999,-101.94375
Jon Baldwin,WR,2.8,2.8,-101.9857142857143
Justin Forsett,RB,11.299999999999999,11.299999999999999,-102.04374999999999
Brad Smith,WR,2.7,2.7,-102.08571428571429
LaMichael James,RB,7.5,11.25,-102.09374999999999
Marcus Thigpen,RB,17.5,10.78125,-102.56249999999999
Chad Hall,WR,2.0,2.0,-102.78571428571429
Derek Moye,WR,8.0,2.0,-102.78571428571429
Marquess Wilson,WR,1.3,1.95,-102.83571428571429
Louis Murphy Jr.,WR,7.7,1.8214285714285716,-102.96428571428572
Kassim Osgood,WR,1.7,1.8214285714285714,-102.96428571428572
Jeremy Ebert,WR,1.8,1.8,-102.9857142857143
Percy Harvin,WR,1.7,1.7,-103.08571428571429
Damaris Johnson,WR,1.4,1.6153846153846154,-103.17032967032968
Nick Williams,WR,1.5,1.5,-103.28571428571429
Tori Gurley,WR,1.5,1.5,-103.28571428571429
Marcus Easley,WR,1.3,1.21875,-103.56696428571429
Brian Tyms,WR,1.2,1.2,-103.58571428571429
Skye Dawson,WR,1.2,1.2,-103.58571428571429
Kevin Cone,WR,1.2,1.125,-103.66071428571429
Matt McGloin,QB,94.58,46.580000000000005,-103.71999999999997
Alfonso Smith,RB,16.200000000000003,9.5625,-103.78124999999999
Armanti Edwards,WR,1.0,1.0,-103.78571428571429
Ben Obomanu,WR,0.8,0.8,-103.9857142857143
Eric Weems,WR,0.8,0.75,-104.03571428571429
Jed Collins,RB,15.9,9.28125,-104.06249999999999
Josh Cribbs,WR,0.6,0.6,-104.1857142857143
Brandon Tate,WR,0.6,0.5625,-104.22321428571429
Daniel Herron,RB,9.0,9.0,-104.34374999999999
David Reed,WR,0.2,0.2,-104.58571428571429
Saalim Hakim,WR,0.0,0.0,-104.78571428571429
Marvin McNutt,WR,0.0,0.0,-104.78571428571429
Brian Robiskie,WR,0.0,0.0,-104.78571428571429
Stephen Williams,WR,0.0,0.0,-104.78571428571429
Greg Jenkins,WR,0.0,0.0,-104.78571428571429
Michael Campbell,WR,0.0,0.0,-104.78571428571429
Julian Talley,WR,0.0,0.0,-104.78571428571429
Joe Anderson,WR,0.0,0.0,-104.78571428571429
Ryan Spadola,WR,0.0,0.0,-104.78571428571429
Trindon Holliday,WR,0.0,0.0,-104.78571428571429
